timestamp_epoch,timestamp_iso,hostname,ap_ip,interface,banda,canal,sinal_dbm
1785094127.867,2026-07-26T16:28:47.869-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094128.181,2026-07-26T16:28:48.182-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094128.181,2026-07-26T16:28:48.182-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-53
1785094128.492,2026-07-26T16:28:48.493-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-50
1785094128.492,2026-07-26T16:28:48.493-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094128.805,2026-07-26T16:28:48.806-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-46
1785094128.805,2026-07-26T16:28:48.806-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094129.117,2026-07-26T16:28:49.118-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094129.117,2026-07-26T16:28:49.118-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-46
1785094129.430,2026-07-26T16:28:49.431-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-45
1785094129.430,2026-07-26T16:28:49.431-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094129.743,2026-07-26T16:28:49.745-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094129.743,2026-07-26T16:28:49.745-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-46
1785094130.057,2026-07-26T16:28:50.058-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-47
1785094130.057,2026-07-26T16:28:50.058-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094130.371,2026-07-26T16:28:50.372-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-50
1785094130.371,2026-07-26T16:28:50.372-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094130.684,2026-07-26T16:28:50.685-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094130.684,2026-07-26T16:28:50.685-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-50
1785094130.996,2026-07-26T16:28:50.997-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094130.996,2026-07-26T16:28:50.997-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-49
1785094131.309,2026-07-26T16:28:51.310-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094131.309,2026-07-26T16:28:51.310-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-47
1785094131.621,2026-07-26T16:28:51.622-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094131.621,2026-07-26T16:28:51.622-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-48
1785094131.936,2026-07-26T16:28:51.937-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-46
1785094131.936,2026-07-26T16:28:51.937-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094132.251,2026-07-26T16:28:52.252-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094132.251,2026-07-26T16:28:52.252-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-47
1785094132.565,2026-07-26T16:28:52.566-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094132.565,2026-07-26T16:28:52.566-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-48
1785094132.878,2026-07-26T16:28:52.880-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-48
1785094132.878,2026-07-26T16:28:52.880-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094133.192,2026-07-26T16:28:53.193-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094133.192,2026-07-26T16:28:53.193-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-50
1785094133.505,2026-07-26T16:28:53.506-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-51
1785094133.505,2026-07-26T16:28:53.506-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094133.817,2026-07-26T16:28:53.818-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094133.817,2026-07-26T16:28:53.818-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-46
1785094134.128,2026-07-26T16:28:54.130-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-49
1785094134.128,2026-07-26T16:28:54.130-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094134.440,2026-07-26T16:28:54.441-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-53
1785094134.440,2026-07-26T16:28:54.441-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094134.753,2026-07-26T16:28:54.754-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-50
1785094134.753,2026-07-26T16:28:54.754-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094135.065,2026-07-26T16:28:55.066-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-46
1785094135.065,2026-07-26T16:28:55.066-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094135.376,2026-07-26T16:28:55.377-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094135.376,2026-07-26T16:28:55.377-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-50
1785094135.688,2026-07-26T16:28:55.689-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-45
1785094135.688,2026-07-26T16:28:55.689-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094136.000,2026-07-26T16:28:56.001-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-50
1785094136.000,2026-07-26T16:28:56.001-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094136.322,2026-07-26T16:28:56.323-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-48
1785094136.322,2026-07-26T16:28:56.323-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094136.635,2026-07-26T16:28:56.636-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094136.635,2026-07-26T16:28:56.636-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-49
1785094136.949,2026-07-26T16:28:56.950-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094136.949,2026-07-26T16:28:56.950-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-46
1785094137.260,2026-07-26T16:28:57.261-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-48
1785094137.260,2026-07-26T16:28:57.261-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094137.572,2026-07-26T16:28:57.573-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-50
1785094137.572,2026-07-26T16:28:57.573-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094137.884,2026-07-26T16:28:57.885-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-45
1785094137.884,2026-07-26T16:28:57.885-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094138.196,2026-07-26T16:28:58.197-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-51
1785094138.196,2026-07-26T16:28:58.197-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094138.508,2026-07-26T16:28:58.510-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-53
1785094138.508,2026-07-26T16:28:58.510-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094138.821,2026-07-26T16:28:58.822-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-51
1785094138.821,2026-07-26T16:28:58.822-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094139.132,2026-07-26T16:28:59.134-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094139.132,2026-07-26T16:28:59.134-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-56
1785094139.455,2026-07-26T16:28:59.457-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094139.455,2026-07-26T16:28:59.457-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-60
1785094139.768,2026-07-26T16:28:59.769-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094139.768,2026-07-26T16:28:59.769-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-57
1785094140.081,2026-07-26T16:29:00.082-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-53
1785094140.081,2026-07-26T16:29:00.082-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094140.392,2026-07-26T16:29:00.393-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094140.392,2026-07-26T16:29:00.393-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-51
1785094140.704,2026-07-26T16:29:00.705-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-54
1785094140.704,2026-07-26T16:29:00.705-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094141.015,2026-07-26T16:29:01.016-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094141.015,2026-07-26T16:29:01.016-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-55
1785094141.328,2026-07-26T16:29:01.330-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-60
1785094141.328,2026-07-26T16:29:01.330-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094141.641,2026-07-26T16:29:01.642-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094141.641,2026-07-26T16:29:01.642-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-58
1785094141.956,2026-07-26T16:29:01.957-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-65
1785094141.956,2026-07-26T16:29:01.957-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094142.269,2026-07-26T16:29:02.270-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-66
1785094142.269,2026-07-26T16:29:02.270-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094142.581,2026-07-26T16:29:02.583-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-67
1785094142.581,2026-07-26T16:29:02.583-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094142.893,2026-07-26T16:29:02.894-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094142.893,2026-07-26T16:29:02.894-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-68
1785094143.205,2026-07-26T16:29:03.206-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-68
1785094143.205,2026-07-26T16:29:03.206-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094143.517,2026-07-26T16:29:03.518-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-68
1785094143.517,2026-07-26T16:29:03.518-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094143.830,2026-07-26T16:29:03.831-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094143.830,2026-07-26T16:29:03.831-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-70
1785094144.141,2026-07-26T16:29:04.142-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094144.141,2026-07-26T16:29:04.142-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-69
1785094144.455,2026-07-26T16:29:04.456-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094144.455,2026-07-26T16:29:04.456-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-72
1785094144.774,2026-07-26T16:29:04.775-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-71
1785094144.774,2026-07-26T16:29:04.775-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094145.086,2026-07-26T16:29:05.088-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-71
1785094145.086,2026-07-26T16:29:05.088-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094145.398,2026-07-26T16:29:05.400-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-68
1785094145.398,2026-07-26T16:29:05.400-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094145.711,2026-07-26T16:29:05.712-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094145.711,2026-07-26T16:29:05.712-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-74
1785094146.023,2026-07-26T16:29:06.024-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-72
1785094146.023,2026-07-26T16:29:06.024-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094146.334,2026-07-26T16:29:06.335-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-70
1785094146.334,2026-07-26T16:29:06.335-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094146.646,2026-07-26T16:29:06.647-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-73
1785094146.646,2026-07-26T16:29:06.647-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094146.961,2026-07-26T16:29:06.963-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-73
1785094146.961,2026-07-26T16:29:06.963-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094147.275,2026-07-26T16:29:07.276-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-67
1785094147.275,2026-07-26T16:29:07.276-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094147.586,2026-07-26T16:29:07.588-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-69
1785094147.586,2026-07-26T16:29:07.588-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094147.899,2026-07-26T16:29:07.900-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094147.899,2026-07-26T16:29:07.900-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-70
1785094148.210,2026-07-26T16:29:08.211-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-72
1785094148.210,2026-07-26T16:29:08.211-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094148.522,2026-07-26T16:29:08.524-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-75
1785094148.522,2026-07-26T16:29:08.524-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094148.835,2026-07-26T16:29:08.837-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-78
1785094148.835,2026-07-26T16:29:08.837-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094149.147,2026-07-26T16:29:09.148-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094149.147,2026-07-26T16:29:09.148-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-82
1785094149.463,2026-07-26T16:29:09.465-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-80
1785094149.463,2026-07-26T16:29:09.465-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094149.775,2026-07-26T16:29:09.776-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-79
1785094149.775,2026-07-26T16:29:09.776-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094150.085,2026-07-26T16:29:10.086-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-80
1785094150.085,2026-07-26T16:29:10.086-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094150.395,2026-07-26T16:29:10.396-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094150.395,2026-07-26T16:29:10.396-03:00,ap-5,192.168.20.6,phy1-ap0,5 GHz,60,-79
1785094150.704,2026-07-26T16:29:10.705-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094151.014,2026-07-26T16:29:11.015-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094151.325,2026-07-26T16:29:11.326-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094151.635,2026-07-26T16:29:11.636-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094151.944,2026-07-26T16:29:11.946-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094152.254,2026-07-26T16:29:12.256-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094152.564,2026-07-26T16:29:12.566-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-68
1785094152.873,2026-07-26T16:29:12.875-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094153.183,2026-07-26T16:29:13.185-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094153.493,2026-07-26T16:29:13.494-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094153.802,2026-07-26T16:29:13.804-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094153.802,2026-07-26T16:29:13.804-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-34
1785094154.153,2026-07-26T16:29:14.155-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094154.153,2026-07-26T16:29:14.155-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-27
1785094154.471,2026-07-26T16:29:14.473-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094154.471,2026-07-26T16:29:14.473-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-28
1785094154.784,2026-07-26T16:29:14.785-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094154.784,2026-07-26T16:29:14.785-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-30
1785094155.096,2026-07-26T16:29:15.098-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-30
1785094155.096,2026-07-26T16:29:15.098-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094155.409,2026-07-26T16:29:15.410-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094155.409,2026-07-26T16:29:15.410-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-31
1785094155.722,2026-07-26T16:29:15.723-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-33
1785094155.722,2026-07-26T16:29:15.723-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094156.037,2026-07-26T16:29:16.038-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094156.037,2026-07-26T16:29:16.038-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-34
1785094156.350,2026-07-26T16:29:16.351-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094156.350,2026-07-26T16:29:16.351-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-32
1785094156.662,2026-07-26T16:29:16.663-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094156.662,2026-07-26T16:29:16.663-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-35
1785094156.976,2026-07-26T16:29:16.977-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-30
1785094156.976,2026-07-26T16:29:16.977-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094157.301,2026-07-26T16:29:17.302-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094157.301,2026-07-26T16:29:17.302-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-31
1785094157.615,2026-07-26T16:29:17.616-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094157.615,2026-07-26T16:29:17.616-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-32
1785094157.929,2026-07-26T16:29:17.930-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094157.929,2026-07-26T16:29:17.930-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-31
1785094158.241,2026-07-26T16:29:18.242-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094158.241,2026-07-26T16:29:18.242-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-31
1785094158.556,2026-07-26T16:29:18.557-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-31
1785094158.556,2026-07-26T16:29:18.557-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094158.869,2026-07-26T16:29:18.870-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094158.869,2026-07-26T16:29:18.870-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-33
1785094159.183,2026-07-26T16:29:19.185-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-32
1785094159.183,2026-07-26T16:29:19.185-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094159.497,2026-07-26T16:29:19.498-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-32
1785094159.497,2026-07-26T16:29:19.498-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094159.809,2026-07-26T16:29:19.810-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094159.809,2026-07-26T16:29:19.810-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-34
1785094160.121,2026-07-26T16:29:20.122-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094160.121,2026-07-26T16:29:20.122-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-34
1785094160.446,2026-07-26T16:29:20.448-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094160.446,2026-07-26T16:29:20.448-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-32
1785094160.758,2026-07-26T16:29:20.760-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094160.758,2026-07-26T16:29:20.760-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-32
1785094161.072,2026-07-26T16:29:21.074-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094161.072,2026-07-26T16:29:21.074-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-36
1785094161.385,2026-07-26T16:29:21.386-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-35
1785094161.385,2026-07-26T16:29:21.386-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094161.698,2026-07-26T16:29:21.699-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-39
1785094161.698,2026-07-26T16:29:21.699-03:00,ap-4,192.168.20.5,phy1-ap0,5 GHz,132,-75
1785094162.077,2026-07-26T16:29:22.078-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-37
1785094162.390,2026-07-26T16:29:22.391-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-40
1785094162.702,2026-07-26T16:29:22.703-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-34
1785094163.015,2026-07-26T16:29:23.016-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-41
1785094163.326,2026-07-26T16:29:23.327-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-39
1785094163.638,2026-07-26T16:29:23.640-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-41
1785094163.953,2026-07-26T16:29:23.954-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-37
1785094164.265,2026-07-26T16:29:24.267-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-37
1785094164.578,2026-07-26T16:29:24.579-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-35
1785094164.889,2026-07-26T16:29:24.891-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-34
1785094165.201,2026-07-26T16:29:25.202-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-35
1785094165.516,2026-07-26T16:29:25.517-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-37
1785094165.827,2026-07-26T16:29:25.829-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-41
1785094166.141,2026-07-26T16:29:26.142-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-39
1785094166.453,2026-07-26T16:29:26.454-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-37
1785094166.766,2026-07-26T16:29:26.767-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-38
1785094167.078,2026-07-26T16:29:27.079-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-42
1785094167.389,2026-07-26T16:29:27.390-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-38
1785094167.705,2026-07-26T16:29:27.707-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-41
1785094168.021,2026-07-26T16:29:28.022-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-47
1785094168.334,2026-07-26T16:29:28.335-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-47
1785094168.645,2026-07-26T16:29:28.646-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-47
1785094168.959,2026-07-26T16:29:28.960-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-46
1785094169.270,2026-07-26T16:29:29.272-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-48
1785094169.584,2026-07-26T16:29:29.585-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-49
1785094169.897,2026-07-26T16:29:29.898-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-47
1785094170.210,2026-07-26T16:29:30.211-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-46
1785094170.521,2026-07-26T16:29:30.522-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-48
1785094170.833,2026-07-26T16:29:30.834-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-48
1785094171.144,2026-07-26T16:29:31.146-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-51
1785094171.456,2026-07-26T16:29:31.457-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-52
1785094171.767,2026-07-26T16:29:31.768-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-54
1785094172.079,2026-07-26T16:29:32.081-03:00,ap-6,192.168.20.7,phy1-ap0,5 GHz,40,-61
